lgd_state_id,lgd_district_id,pc11_tot_all_hosp,pc11_tot_all_hosp_doc_tot,pc11_tot_all_hosp_pmed_tot,pc11_tot_disp,pc11_tot_ch_cntr,pc11_tot_ph_cntr,pc11_tot_phs_cntr,pc11_tot_mcw_cntr,pc11_tot_tb_cln,pc11_tot_mh_cln,pc11_tot_fwc_cntr,pc11_tot_nh,pc11_tot_mh
19,309,20,105,51,122,13,99,131,28,11,7,16,10,0
19,310,13,113,350,68,21,46,213,134,11,6,37,4,0
19,311,31,177,166,196,7,32,304,93,33,11,70,12,1
19,312,78,292.8333330154419,469,464,297,187,480,191,100,120,129,36,14
19,313,41,788.3360657691956,201,368,23,39,224,63,24,2,58,165,6
19,314,28,103.8529412746429,77,224,11,34,209,92,18,3,24,33,5
19,315,48,0,0,44,0,0,0,0,0,0,0,0,0
19,316,27,109,116,370,6,64,375,314,101,2,173,3,0
19,317,71,189,293,434,91,133,837,440,81,39,295,19,2
19,318,130,198,274,382,87,152,712,212,144,86,169,34,0
19,319,60,416,516,489,44,121,631,152,68,15,133,22,1
19,320,55,359,672,280,57,94,355,134,60,68,91,17,17
19,321,105,104,903,175,72,150,408,251,74,60,169,3,1
19,664,19,50,149,87,12,12,186,40,33,2,18,0,0
19,702,4,2,3,11,3,7,46,9,0,2,3,0,0
19,703,15,26,19,58,19,68,216,97,34,17,40,0,0
19,704,28,81,111,104,6,51,100,42,14,9,62,7,0
20,322,41,355,1532,101,0,20,94,20,6,9,13,17,2
20,323,50,88,128,60,3,71,121,74,55,22,44,1,2
20,324,27,51,102,37,0,45,112,44,6,6,16,2,0
20,325,50,339,222,140,1,42,112,35,11,8,19,71,10
20,326,45,102,194,69,0,70,227,95,16,21,29,3,1
20,327,46,98,649,228,4,15,117,37,7,12,26,51,5
20,328,34,47,77,88,7,47,140,48,19,26,44,1,1
20,329,45,92,472,200,10,26,192,61,19,22,46,24,2
20,330,35,47,139,53,1,48,120,38,12,28,23,1,2
20,331,43,61,103,47,0,48,242,147,8,11,39,1,0
20,332,36,113,209,42,10,43,130,30,3,4,14,10,0
20,333,10,17,50,41,3,23,91,51,10,15,31,8,1
20,334,44,75,127,111,0,9,120,72,37,10,52,7,3
20,335,16,23,43,30,0,22,94,54,4,2,4,2,3
20,336,25,38,68,21,0,25,94,36,15,12,30,7,3
20,337,18,27,71,41,0,13,92,16,8,16,17,2,3
20,338,46,71,158,24,0,79,117,101,6,25,19,2,6
20,339,81,1752,2817,82,0,57,269,86,18,10,38,19,1
20,340,23,45,101,36,1,36,84,13,3,5,10,2,2
20,341,38,74,84,40,5,20,106,144,5,5,10,7,6
20,342,19,30,81,35,0,17,131,29,7,16,26,1,2
20,343,56,119,355,114,0,22,1211,145,22,33,50,8,4
20,606,46,53,124,14,4,18,105,90,6,12,10,1,1
20,607,38,137,541,37,2,9,81,9,0,1,6,25,2
21,344,12,112,217,31,1,4,154,6,3,1,6,1,1
21,345,10,73,147,57,6,6,215,25,10,1,20,0,1
21,346,10,94,139,55,6,4,189,2,0,0,10,11,0
21,347,6,61,151,36,4,5,184,10,7,1,12,5,3
21,348,6,53,161,60,5,1,152,37,4,0,11,4,1
21,349,8,85,91,18,1,2,57,6,5,0,5,0,0
21,350,22,329,2000,43,7,4,294,19,9,0,11,16,1
21,351,3,30,37,13,1,2,42,6,17,0,3,0,1
21,352,19,179,282,64,4,3,149,42,6,1,25,3,0
21,353,7,51,83,21,0,3,126,11,4,1,6,4,4
21,354,38,271,1621,147,7,9,387,82,13,0,56,15,1
21,355,6,143,841,7,4,4,160,2,0,0,0,0,1
21,356,6,52,69,42,5,2,202,68,1,0,18,0,0
21,357,9,70,65,15,2,3,59,3,2,0,2,8,0
21,358,14,147,200,54,1,4,222,28,12,0,23,4,3
21,359,10,105,252,68,6,5,146,36,47,0,23,0,3
21,360,3,16,38,44,6,2,209,26,2,0,8,6,0
21,361,15,125,869,87,9,4,328,10,6,0,17,2,4
21,362,17,366,1788,61,1,4,170,34,2,0,12,33,0
21,363,19,116,351,56,5,5,252,26,11,0,29,0,3
21,364,4,37,76,15,4,2,97,5,7,0,14,0,1
21,365,16,163,269,29,16,12,574,40,14,0,11,8,1
21,366,19,123,177,36,5,4,258,12,5,1,20,1,1
21,367,10,78,192,50,4,2,140,22,8,0,14,9,1
21,368,7,57,91,19,6,19,87,12,2,0,16,0,1
21,369,15,87,152,45,6,4,190,10,1,0,18,8,2
21,370,6,50,165,34,3,4,186,4,43,0,13,1,1
21,371,8,129,1752,37,7,3,154,8,8,0,12,0,1
21,372,6,55,447,25,2,1,75,12,0,0,7,1,1
21,373,22,270,993,89,11,5,342,30,9,0,21,20,4
22,374,17,133,309,51,4,36,213,64,5,3,0,0,0
22,375,6,5,25,38,2,49,233,22,5,6,0,0,0
22,376,7,73,341,16,2,8,52,5,0,0,0,0,0
22,377,7,111,610,63,1,22,157,31,4,7,0,0,0
22,378,10,59,184,398,2,12,98,58,1,13,0,0,0
22,379,10,34,118,41,3,39,238,24,4,1,0,0,0
22,380,4,41,134,14,5,32,245,38,5,9,0,0,1
22,381,6,53,171,35,4,31,202,53,9,10,0,0,1
22,382,6,44,109,25,0,22,136,25,3,5,0,0,0
22,383,4,35,175,44,2,33,192,33,10,14,0,0,0
22,384,10,28,152,30,2,24,135,12,8,7,0,0,0
22,385,6,42,155,51,0,28,210,61,6,10,0,0,0
22,386,17,47,122,38,3,50,322,40,9,12,0,0,0
22,387,94,374,2514,124,1,18,132,12,3,22,0,0,2
22,388,6,65,191,52,3,46,311,62,3,5,0,0,0
22,389,10,50,115,15,4,24,183,25,4,4,0,0,0
22,636,3,28,8,9,3,10,68,10,0,2,0,0,3
22,637,1,24,47,6,1,8,57,18,1,0,0,0,0
22,642,2,5,44,10,1,13,49,6,0,0,0,0,0
22,643,3,22,62,23,1,19,151,16,3,0,0,0,0
22,644,9,75,176,61,0,25,210,23,3,7,0,0,0
22,645,4,25,103,28,2,16,188,10,5,7,0,0,0
22,646,12,36,130,49,0,25,181,34,3,4,0,0,1
22,647,4,7,45,26,0,24,106,14,12,3,0,0,0
22,648,6,25,123,33,3,37,201,54,10,11,0,0,1
22,649,5,29,156,10,1,24,182,13,3,9,0,0,1
22,650,8,39,126,44,1,18,123,83,4,5,0,0,0
23,390,1,19,20,9,1,16,85,33,0,3,8,0,1
23,391,1,38,135,32,0,8,71,5,2,3,1,0,1
23,392,17,60,262,49,2,41,142,30,1,9,16,0,2
23,393,2,57,339,17,3,32,167,31,5,75,28,0,1
23,394,3,36,275,56,3,25,175,29,4,119,45,0,2
23,395,11,57,53,48,3,21,106,13,2,0,18,0,1
23,396,16,271,3001,48,0,9,34,15,0,9,9,0,4
23,397,7,42,186,15,1,15,154,29,1,9,9,0,1
23,398,2,55,284,20,1,29,165,23,2,9,23,0,1
23,399,12,91,381,38,6,49,211,26,1,18,19,0,2
23,400,1,26,21,35,1,14,89,17,0,0,18,0,1
23,401,2,19,84,12,0,10,85,17,1,3,9,0,0
23,402,1,63,440,28,0,18,146,20,0,0,23,0,2
23,403,2,57.07692289352417,20,34,4,45,212,40,3,146,27,0,3
23,404,1,30,132,5,5,16,111,15,0,8,10,0,1
23,405,2,67,0,23,4,25,144,29,2,1,22,0,1
23,406,1,69,241,30,2,13,116,133,1,9,126,0,1
23,407,6,55,241,59,1,12,73,19,1,390,7,0,3
23,408,1,27,159,9,0,5,43,5,1,4,8,0,0
23,409,8,25,229,47,1,10,118,13,0,9,0,0,2
23,410,6,72,105,28,0,23,89,16,4,17,28,0,4
23,411,4,39,281,27,0,11,138,14,2,16,10,0,10
23,412,2,20,90,37,1,13,123,32,0,20,4,0,2
23,413,12,76,350,33,4,19,121,32,2,5,18,0,1
23,414,24,67,413,32,3,57,173,43,5,81,30,0,1
23,415,2,62,279,14,5,24,186,18,2,40,6,0,1
23,416,20,93,487,23,0,28,144,32,0,3,12,0,0
23,417,2,63,301,34,0,19,154,29,0,14,19,0,0
23,418,1,38,206,43,0,18,117,5,2,8,7,0,1
23,419,18,60,225,19,0,12,90,12,0,7,12,0,1
23,420,1,39,201,14,2,16,86,24,2,1,11,0,0
23,421,5,31,226,26,0,18,78,9,1,9,21,0,1
23,422,2,54,404,25,0,20,104,15,0,11,9,0,1
23,423,24,73,798,21,1,21,99,40,2,39,17,0,2
23,424,10,255,1115,23,3,22,265,11,0,0,11,0,2
23,425,15,64,358,53,4,22,148,14,2,3,24,0,1
23,426,1,25,210,50,2,43,192,26,2,13,17,0,1
23,427,10,53,148,40,2,17,111,138,2,13,157,0,0
23,428,3,63,219,19,5,25,257,11,0,27,26,0,1
23,429,4,57,240,11,2,20,69,51,1,11,6,0,2
23,430,4,42,38,27,1,17,39,8,0,2,13,0,1
23,431,9,48,164,25,1,9,76,9,0,15,22,0,1
23,432,10,36,129,41,1,12,144,74,2,32,52,0,1
23,433,1,42,264,11,3,24,51,20,1,5,9,0,1
23,434,3,5,21,24,0,10,93,15,0,5,7,0,0
23,435,8,87.55555534362793,517,29,2,20,90,19,0,0,24,0,1
23,436,1,10,109,22,0,8,73,12,0,15,10,0,2
23,437,3,79,324,13,3,17,111,20,2,19,18,0,1
23,638,1,42,103,16,2,11,84,8,2,4,5,0,1
23,639,1,15,72,20,3,9,66,1,1,16,7,0,1
23,667,0,0,0,10,0,2,34,3,0,2,1,0,0
23,722,2,4,4,9,0,3,43,14,0,7,10,0,1
24,438,12,365,1410,101,2,29,170,50,9,10,26,8,0
24,439,15,72,307,15,7,42,222,85,1,8,24,2,0
24,440,10,437,678,13,6,45,251,51,1,0,0,7,0
24,441,8,55,256,15,15,76,383,0,0,16,0,4,0
24,442,12,46,93,13,5,35,188,3,3,4,0,4,0
24,443,11,323,526,35,6,40,256,65,2,1,2,6,0
24,444,1,10,50,9,1,8,37,0,0,2,0,0,0
24,445,5,35,123,6,8,66,371,23,20,7,0,4,0
24,446,6,75,104,18,5,24,146,29,8,0,6,4,0
24,447,8,341,1478,30,2,25,136,0,0,1,1,2,0
24,448,7,62,384,24,4,31,214,27,0,5,28,4,0
24,449,15,109,356,52,10,46,252,66,1,13,10,5,0
24,450,7,63,163,28,5,44,263,3,0,3,17,2,0
24,451,7,95,228,15,8,50,277,0,1,1,0,2,0
24,452,4,19,81,5,3,23,126,0,0,1,0,1,0
24,453,6,72,57,22,7,39,249,39,14,18,42,1,0
24,454,8,32,94,64,4,44,259,11,11,55,3,3,0
24,455,5,31,68,7,11,36,202,64,0,3,1,2,0
24,456,4,20,30,16,3,10,63,0,0,18,2,1,0
24,457,17,466,968,29,8,33,221,15,3,0,7,6,0
24,458,15,38,54,24,6,38,218,65,12,33,13,3,0
24,459,7,389,715,40,11,44,315,7,4,5,4,0,0
24,460,8,48,140,22,6,29,169,4,1,12,1,2,0
24,461,15,613,1826,43,3,35,222,30,4,3,12,4,0
24,462,10,351,951,31,6,37,284,19,1,26,2,3,0
24,641,14,24,21,8,4,27,202,1,14,38,0,2,0
24,668,8,20,61,14,4,38,219,8,5,80,5,0,0
24,669,3,19,52,11,4,27,173,4,14,24,2,1,0
24,672,16,16,3,11,8,30,145,20,11,2,15,0,0
24,673,0,0,0,4,2,16,107,2,0,2,1,0,0
24,674,4,28,35,11,1,12,90,0,0,1,2,1,0
24,675,5,18,34,6,2,26,138,0,0,1,0,1,0
24,676,2,7,12,5,2,10,63,1,0,0,0,0,0
25,463,2,15,22,9,0,0,12,0,0,0,0,1,0
25,464,1,2,0,1,0,1,3,1,0,0,0,1,0
26,465,1,54,280,12,1,4,36,8,0,0,2,1,1
27,466,208,694,1106,212,19,91,579,107,107,70,107,2,3
27,467,35,323,442,91,2,28,178,30,30,34,28,1,0
27,468,69,184,710,167,2,55,331,57,57,51,55,1,1
27,469,68,120,331,112,8,47,294,55,55,28,55,5,2
27,470,71,322,622,92,5,49,288,54,54,54,54,4,2
27,471,40,110,450,82,5,31,190,36,36,2,31,1,0
27,472,67,168,750,113,5,50,282,55,55,24,50,2,0
27,473,77,151,395,130,4,54,322,58,58,27,54,0,0
27,474,53,229,337,115,4,41,236,45,45,55,41,4,3
27,475,50,97,284,112,6,45,369,51,51,35,45,3,3
27,476,46,100,274,111,8,39,235,46,46,29,39,1,1
27,477,29,159,120,35,2,24,139,27,27,35,27,0,0
27,478,103,201,530,185,8,78,449,86,86,53,78,4,2
27,479,52,165,382,63,7,40,229,47,47,23,47,0,1
27,480,100,251,869,205,16,69,424,85,85,32,85,1,2
27,481,60,165,192,88,8,46,256,54,54,21,54,2,0
27,482,19,1971,3091,102,0,0,0,0,0,0,0,0,0
27,483,17,146,486,196,0,0,0,0,0,0,0,19,2
27,484,68,369,3115,126,2,42,275,44,44,25,42,6,6
27,485,81,234,623,131,3,63,384,66,66,36,63,1,4
27,486,66,128,349,109,9,57,283,64,64,53,57,5,2
27,487,137,324,1379,210,20,101,585,119,119,45,119,7,5
27,488,57,135,268,103,8,42,221,50,50,15,50,2,0
27,489,41,113,473,53,2,29,218,31,31,16,31,2,2
27,490,141,246,559,283,21,90,551,110,110,119,110,6,9
27,491,48,123.1428570747375,300,86,3,42,265,44,44,30,44,4,4
27,492,52,95,488,105,2,61,383,64,64,30,64,2,0
27,493,72,120,863,132,9,58,332,65,65,43,65,2,1
27,494,81,142,379,161,12,63,399,73,73,104,73,6,6
27,495,34,68,213,63,1,36,233,37,37,14,37,1,0
27,496,111,185,627,171,12,74,437,83,83,35,83,6,2
27,497,40,408,1877,142,1,22,154,23,23,22,23,1,4
27,498,36,115,365,71,4,25,186,29,29,10,25,2,0
27,499,32,40,87,58,4,25,151,29,29,28,25,0,0
27,500,80,255,611,132,9,62,434,69,69,35,62,1,2
27,665,44,59,134,120,2,36,271,38,38,13,38,1,7
28,502,21,144.125,308,82,7,84,560,0,0,202,21,1,10
28,503,23,168,518,24,4,89,531,0,0,429,0,3,11
28,504,6,71,163,16,8,71,343,0,0,203,9,1,11
28,505,6,87,241,51,18,79,779,0,0,282,8,1,10
28,506,10,146.7857141494751,312,88,10,73,571,0,0,88,0,2,15
28,510,7,104,266,18,9,62,482,0,0,279,7,2,10
28,511,5,151,530,10,13,98,479,0,0,45,4,1,9
28,515,3,91,244,36,12,66,469,0,0,910,1,1,10
28,517,5,88,180,32,8,75,456,0,0,149,1,1,8
28,519,7,58,132,23,1,74,428,0,0,677,0,1,8
28,520,11,330,1321,18,6,491,497,0,0,2094,0,1,9
28,521,5,44,113,13,6,67,524,0,0,98,4,1,6
28,523,4,67.76923084259033,132,12,1,81,669,0,0,517,1,1,10
29,524,13,113,217,37,2,45,229,45,45,0,229,5,2
29,525,22,352,2457,50,1,31,68,31,31,0,68,2,0
29,526,5,56,108,18,1,44,179,44,44,1,179,0,0
29,527,14,283,994,151,11,141,512,141,141,62,512,7,1
29,528,11,129,310,95,8,76,279,76,76,0,279,10,1
29,529,6,93,140,28,5,55,240,55,55,0,240,7,0
29,530,6,84,313,19,7,66,291,66,66,0,291,1,0
29,531,4,52,155,32,3,59,198,59,59,11,198,4,1
29,532,9,113,391,100,3,89,313,89,89,0,313,5,1
29,533,8,82,384,63,9,80,215,80,80,0,215,5,0
29,534,10,137,425,81,3,55,360,55,55,5,360,1,3
29,535,6,116,369,72,4,77,204,77,77,0,204,16,0
29,536,3,44,95,27,0,31,168,31,31,0,168,0,0
29,537,7,54,116,48,0,36,152,36,36,0,152,2,0
29,538,10,145,923,33,14,84,279,84,84,0,279,1,0
29,539,8,184,345,66,12,125,419,125,125,0,419,0,0
29,540,8,64,156,42,4,65,268,65,65,0,268,0,0
29,541,5,63,301,34,4,30,202,30,30,5,202,2,3
29,542,8,107,260,36,1,56,192,56,56,0,192,12,0
29,543,5,35,93,18,7,45,154,45,45,0,154,1,1
29,544,8,215,412,28,9,117,361,117,117,0,361,6,0
29,545,40,304,586,104,6,111,404,111,111,2,404,18,1
29,546,7,71,92,27,4,54,205,54,54,0,205,7,0
29,547,8,113,410,120,4,95,220,95,95,1,220,0,4
29,548,10,131,409,44,4,133,401,133,133,0,401,0,1
29,549,4,43,161,45,5,61,259,61,61,2,259,0,1
29,550,10,167,345,41,2,78,299,78,78,0,299,0,0
29,630,6,95,157,27,2,53,167,53,53,0,167,1,0
29,631,6,58,131,14,3,61,224,61,61,0,224,0,0
29,635,5,29,104,18,4,38,118,38,38,0,118,0,0
30,551,5,441,497,50,0,2,61,2,2,0,61,0,0
30,552,11,148,401,38,0,6,62,5,5,0,59,0,0
31,553,2,12,61,17,1,2,5,0,0,0,0,0,0
32,554,13,304,664,207,16,30,68,41,5,3,30,0,1
32,555,24,212,498,271,16,39,74,45,6,2,39,0,7
32,556,3,31,74,122,13,42,93,52,4,4,42,0,1
32,557,6,143,184,146,1,44,59,47,3,2,44,0,2
32,558,3,63,254,134,6,46,63,53,2,3,46,0,2
32,559,11,102,546,194,13,42,91,52,8,2,42,0,0
32,560,6,115,256,192,18,54,94,63,9,4,54,0,0
32,561,12,336,817,143,2,37,76,39,4,2,37,0,0
32,562,9,101,325,188,12,60,180,65,5,1,60,0,2
32,563,17,173,582,158,11,75,217,85,8,3,75,0,2
32,564,9,105,308,114,13,45,86,48,5,2,45,0,1
32,565,18,336,757,184,18,41,86,53,7,6,41,0,1
32,566,34,601,907,237,8,38,69,52,1,0,38,0,2
32,567,3,40,141,36,5,29,92,32,7,8,29,0,1
33,568,69,845,2430,98,0,0,2,0,0,0,0,0,3
33,569,16,220.1449275016785,856,89,4,35,183,54,37,0,35,0,5
33,570,9,235,501,77,9,57,326,81,57,0,57,0,3
33,571,4,13,62,47,6,37,287,43,37,0,37,0,4
33,572,13,124,425,89,5,60,369,82,61,0,60,0,2
33,573,15,243,805,90,6,47,248,63,47,0,47,0,3
33,574,13,241,646,50,3,16,129,27,16,0,16,0,5
33,575,11,83,308,93,7,37,84,37,37,0,37,0,1
33,576,7,77,307,45,8,31,168,62,31,0,31,0,0
33,577,5,141,248,55,9,47,304,76,47,0,47,0,5
33,578,13,312,1282,75,8,44,261,61,46,0,44,0,3
33,579,12,134,359,68,10,53,276,63,55,0,53,0,5
33,580,8,83,377,81,11,57,284,92,57,0,57,0,2
33,581,7,41,192,31,2,26,115,57,26,0,26,0,1
33,582,10,100,531,64,11,52,253,71,55,0,52,0,4
33,583,10,96,524,56,6,43,219,43,45,0,43,0,4
33,584,13,180,1049,126,10,81,400,114,81,0,81,0,5
33,585,12,117,529,56,10,41,282,81,41,0,41,0,4
33,586,15,196,1273,82,12,58,289,106,58,0,58,0,5
33,587,8,147,284,47,3,25,91,25,25,0,25,0,4
33,588,8,112,659,61,4,37,140,58,38,0,37,0,4
33,589,13,224,707,95,10,61,325,83,61,0,61,0,4
33,590,9,65,259,54,11,43,203,61,43,0,43,0,2
33,591,13,120,1046,81,8,53,466,54,54,0,53,0,2
33,592,13,98,247,75,6,34,173,42,35,0,34,0,8
33,593,7,89,344,97,15,80,439,205,80,0,80,0,1
33,594,9,284,641,60,8,33,220,80,33,0,33,0,4
33,595,16,182,712,49,4,18,179,28,19,0,18,0,2
33,596,7,75,326,65,14,55,422,60,56,0,55,0,2
33,597,8,129,554,65,13,37,216,63,39,0,37,0,6
33,610,3,18,68,36,6,32,155,54,33,0,32,0,0
33,634,8,101,559,71,8,37,207,73,38,0,37,0,9
33,729,3,49,173,33,7,27,285,33,27,0,27,0,1
33,730,3,66,123,42,4,30,208,40,30,0,30,0,2
33,731,3,32,131,24,4,15,178,27,15,0,15,0,0
33,732,1,15,40,28,5,26,148,51,26,0,26,0,1
33,733,5,51,185,47,6,40,161,46,40,0,40,0,2
34,598,1,60,325,4,1,8,15,22,9,0,8,0,0
34,599,2,32,177,6,0,0,0,0,0,0,0,0,0
34,600,9,484,1791,52,2,16,34,51,17,0,48,0,6
34,601,1,33,99,5,0,0,0,0,0,0,0,0,0
35,602,6,117,472,14,1,6,31,10,5,0,6,0,0
35,603,1,0,0,3,1,3,32,3,1,0,3,0,0
35,632,0,0,0,9,3,8,41,4,3,0,7,0,0
36,501,2,33,85,2,2,23,155,0,0,40,0,1,3
36,507,19,1281,2851,38,0,0,0,0,0,0,0,3,6
36,508,1,37,45,7,3,15,137,0,0,69,1,1,3
36,509,2,38,52,4,1,25,213,0,0,109,0,1,2
36,512,3,50,122,6,2,16,108,0,0,102,1,1,4
36,513,1,10,40,11,0,17,126,0,0,19,0,0,5
36,514,2,37,77,6,0,30,258,0,0,164,0,1,4
36,516,2,20,48,2,7,20,210,0,1,88,5,1,1
36,518,6,55,121,4,4,22,162,0,1,106,0,0,6
36,522,13,18,30,11,2,25,107,0,0,98,0,0,1
36,680,3,23,58,2,2,16,108,0,0,1,0,0,2
36,681,3,20,45,7,2,17,148,0,0,41,0,0,0
36,682,3,15,37,4,3,14,93,0,1,35,0,0,1
36,683,2,12,29,5,1,12,86,0,0,33,0,0,1
36,684,8,48,65,10,1,14,121,0,0,23,0,0,4
36,685,3,18,38,3,5,20,166,0,0,6,4,0,1
36,686,3,25.125,49,3,1,12,63,0,0,31,0,1,1
36,687,2,3,12,4,1,11,75,0,0,62,0,0,0
36,688,5,14,26,7,1,15,126,0,0,143,0,0,3
36,689,5,16,26,8,0,11,82,0,0,88,0,0,2
36,690,3,42,96,8,2,39,150,0,0,33,0,0,4
36,691,4,55,120,9,0,35,167,0,0,13,0,1,9
36,692,3,17,58,3,5,29,168,0,0,41,2,0,2
36,693,3,16,32,2,1,12,83,0,0,39,0,0,2
36,694,3,20,60,12,2,23,144,0,0,94,6,0,4
36,695,1,10,30,1,1,8,80,0,0,34,0,0,0
36,696,4,18,41,3,1,24,160,0,0,62,0,0,2
36,697,1,10,20,6,1,18,123,0,0,122,0,0,3
36,698,3,16,33,2,2,18,139,0,0,67,0,0,1
36,699,3,22,37,4,3,16,128,0,0,14,0,0,2
36,700,3,9,31,3,1,3,28,0,0,23,0,0,4
36,720,3,3,6,11,3,15,66,0,0,110,0,0,0
36,721,1,3,10,2,2,11,89,0,0,29,0,0,1
37,006,7,29,30,69,10,31,40,1,1,0,2,0,0
37,009,1,47,111,29,6,21,62,3,0,2,0,0,0
